Index,codice_struttura_erogante,codici_specialita,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY,capacita_max,year
1710,res_01012402,spec_56,8,4,4,4,5,1,1,37,2012
1711,res_01012402,spec_02,2,3,2,1,1,0,0,3,2012
1712,res_01012402,spec_09,6,6,7,6,8,3,3,17,2012
1713,res_01012402,spec_37,1,1,4,0,11,0,0,11,2012
1714,res_01012402,spec_29,2,3,2,2,3,2,1,6,2012
1715,res_01012402,spec_26,11,11,7,8,4,6,6,33,2012
1716,res_01012402,spec_34,1,6,1,6,1,0,0,8,2012
1717,res_01012601,spec_62,1,3,1,2,3,1,1,6,2012
1718,res_01012601,spec_43,6,8,9,7,9,3,4,16,2012
1719,res_01012601,spec_37,11,15,11,16,9,9,12,36,2012
1720,res_01012601,spec_26,8,7,7,5,8,5,6,44,2012
1721,res_01012601,spec_67,1,1,1,1,1,0,1,2,2012
1722,res_01012601,spec_32,4,3,3,3,4,2,4,16,2012
1723,res_01012601,spec_50,4,4,2,3,3,3,4,14,2012
1724,res_01012601,spec_36,10,9,10,11,5,3,5,39,2012
1725,res_01012601,spec_02,4,9,9,10,5,0,0,23,2012
1726,res_01012601,spec_08,3,4,4,4,3,2,3,11,2012
1727,res_01012601,spec_09,5,8,6,6,7,3,3,18,2012
1728,res_01012601,spec_58,2,2,2,2,2,2,1,7,2012
1729,res_01012601,spec_21,0,1,0,0,0,1,1,1,2012
1730,res_01012601,spec_39,5,4,4,4,4,4,5,16,2012
1731,res_01012601,spec_49,1,2,2,1,2,1,1,6,2012
1732,res_01012601,spec_19,0,1,1,1,1,1,0,2,2012
1733,res_01012601,spec_34,7,2,6,7,2,1,2,11,2012
1734,res_01012601,spec_31,0,1,0,1,1,0,0,1,2012
1735,res_01012601,spec_38,5,10,4,8,8,2,2,17,2012
1736,res_01012601,spec_40,3,3,4,5,5,2,2,19,2012
1737,res_01012602,spec_09,6,9,7,8,13,5,4,26,2012
1738,res_01012602,spec_34,0,1,0,6,0,0,0,6,2012
1739,res_01012602,spec_60,2,2,2,2,2,2,2,12,2012
1740,res_01012602,spec_64,5,8,5,6,3,0,0,64,2012
1741,res_01012602,spec_49,2,2,1,1,1,3,1,6,2012
1742,res_01012602,spec_50,1,0,1,0,0,0,0,1,2012
1743,res_01012602,spec_21,4,4,3,4,4,3,3,17,2012
1744,res_01012602,spec_26,8,7,7,10,6,6,11,56,2012
1745,res_01012602,spec_43,0,0,1,0,0,0,0,1,2012
1746,res_01012602,spec_32,0,1,1,2,1,1,1,4,2012
1747,res_01012602,spec_36,7,7,11,9,7,4,6,31,2012
1748,res_01061000,spec_37,5,2,3,2,1,2,0,6,2012
1749,res_01061000,spec_26,8,7,8,4,7,3,2,15,2012
1750,res_01061000,spec_36,10,8,9,10,7,5,5,17,2012
1751,res_01061000,spec_38,3,2,3,4,4,2,1,5,2012
1752,res_01061000,spec_43,4,5,4,2,3,5,1,10,2012
1753,res_01061000,spec_09,12,18,11,15,17,5,3,26,2012
1754,res_01061100,spec_36,15,9,8,15,7,0,5,24,2012
1755,res_01061100,spec_34,7,14,7,8,15,0,1,18,2012
1756,res_01061100,spec_09,13,9,10,5,10,1,1,13,2012
1757,res_01061100,spec_26,4,1,3,0,1,0,0,4,2012
1758,res_01061100,spec_07,6,5,7,8,6,3,5,23,2012
1759,res_01061100,spec_56,3,3,3,3,4,2,1,22,2012
1760,res_01061100,spec_30,3,6,4,4,3,1,2,15,2012
1761,res_01061100,spec_08,12,12,12,10,6,3,10,31,2012
1762,res_01061100,spec_43,8,14,6,15,1,0,0,18,2012
1763,res_01061200,spec_43,6,4,6,8,5,1,3,11,2012
1764,res_01061200,spec_99,11,7,10,12,9,0,0,12,2012
1765,res_01061200,spec_38,6,2,4,1,4,0,1,6,2012
1766,res_01061200,spec_36,8,10,8,4,4,1,2,17,2012
1767,res_01061200,spec_34,7,12,1,3,16,0,0,16,2012
1768,res_01061200,spec_37,1,3,1,4,7,0,0,7,2012
1769,res_01061200,spec_32,4,4,2,1,2,1,1,9,2012
1770,res_01061200,spec_26,5,5,3,3,3,1,1,10,2012
1771,res_01061200,spec_09,8,5,3,9,6,1,3,11,2012
1772,res_01061200,spec_56,8,5,5,3,5,1,1,38,2012
1773,res_01061400,spec_40,3,4,3,3,2,1,0,12,2012
1774,res_01061400,spec_56,6,6,7,9,7,2,1,80,2012
1775,res_01061400,spec_60,4,5,3,1,2,2,0,25,2012
1776,res_01061500,spec_56,3,3,4,4,2,0,0,32,2012
1777,res_01061500,spec_60,3,2,2,3,1,2,1,24,2012
1778,res_01061600,spec_30,3,7,2,6,3,3,5,9,2012
1779,res_01061600,spec_14,6,4,5,6,8,1,3,17,2012
1780,res_01061600,spec_56,2,5,2,0,1,4,3,22,2012
1781,res_01061600,spec_26,1,1,0,1,1,0,0,2,2012
1782,res_01061600,spec_36,11,12,17,11,14,9,5,24,2012
1783,res_01061700,spec_56,8,10,8,9,8,1,0,103,2012
1784,res_01061700,spec_60,6,3,3,1,1,4,3,39,2012
1785,res_01061700,spec_40,5,3,4,4,4,2,2,23,2012
1786,res_01061800,spec_08,2,1,1,1,1,1,1,5,2012
1787,res_01061800,spec_09,21,24,21,13,25,1,5,31,2012
1788,res_01061800,spec_37,2,4,8,8,3,0,1,10,2012
1789,res_01061800,spec_43,6,10,7,4,1,0,1,14,2012
1790,res_01061800,spec_26,19,7,3,2,3,1,3,26,2012
1791,res_01062000,spec_40,4,4,5,4,3,2,1,17,2012
1792,res_01062000,spec_60,3,2,2,1,9,1,2,25,2012
1793,res_01062000,spec_56,9,6,5,4,5,2,2,53,2012
1794,res_01062100,spec_60,3,2,1,2,1,0,0,15,2012
1795,res_01062100,spec_56,11,11,12,11,11,0,1,126,2012
1796,res_01062200,spec_60,5,7,7,6,5,4,2,97,2012
1797,res_01062200,spec_56,5,4,4,4,4,2,1,60,2012
1798,res_01062300,spec_56,14,8,7,8,10,1,0,152,2012
1799,res_01062600,spec_26,2,3,3,2,1,0,1,5,2012
1800,res_01062600,spec_34,4,0,0,2,0,0,0,4,2012
1801,res_01062600,spec_37,9,1,6,3,10,0,0,12,2012
1802,res_01062600,spec_43,4,4,12,8,16,0,1,23,2012
1803,res_01062600,spec_09,11,19,9,7,13,1,2,28,2012
1804,res_01062600,spec_56,7,4,4,5,5,0,0,27,2012
1805,res_01062600,spec_36,15,15,14,7,3,1,5,25,2012
1806,res_01062700,spec_60,2,4,1,2,2,2,1,17,2012
1807,res_01062700,spec_56,3,4,3,3,3,2,0,34,2012
1808,res_01062800,spec_08,5,7,7,5,6,1,2,19,2012
1809,res_01062800,spec_36,13,12,22,17,16,2,6,38,2012
1810,res_01062800,spec_26,2,1,2,1,2,1,0,4,2012
1811,res_01062800,spec_34,4,0,0,0,2,0,1,4,2012
1812,res_01062800,spec_07,5,5,2,4,2,1,3,23,2012
1813,res_01062800,spec_09,5,5,4,6,8,1,2,9,2012
1814,res_01062800,spec_30,1,1,4,6,1,0,0,7,2012
1815,res_01062900,spec_56,10,13,9,10,9,0,0,168,2012
1816,res_01062900,spec_60,9,6,8,6,6,0,0,87,2012
1817,res_01063000,spec_26,1,1,1,1,1,0,0,4,2012
1818,res_01063000,spec_60,4,4,4,4,4,1,0,44,2012
1819,res_01063100,spec_56,5,6,5,5,4,2,0,59,2012
1820,res_01063100,spec_60,3,2,3,2,2,2,0,14,2012
1821,res_01063100,spec_40,3,3,3,4,3,4,2,13,2012
1822,res_01063200,spec_09,5,3,2,5,4,0,3,8,2012
1823,res_01063200,spec_36,12,12,11,8,4,0,10,33,2012
1824,res_01063200,spec_14,1,0,0,2,0,0,1,2,2012
1825,res_01063200,spec_43,12,6,10,5,2,0,4,15,2012
1826,res_01063200,spec_34,1,2,2,3,0,0,2,3,2012
1827,res_01063200,spec_38,5,7,6,6,2,0,1,12,2012
1828,res_01063200,spec_60,3,3,2,1,3,1,0,14,2012
1829,res_01063200,spec_26,3,1,2,2,1,0,0,4,2012
1830,res_01063200,spec_99,28,19,30,30,38,0,1,38,2012
1831,res_01063200,spec_56,3,3,3,3,3,1,0,33,2012
1832,res_01063300,spec_56,2,2,1,1,1,1,0,10,2012
1833,res_01063300,spec_60,6,6,5,5,6,3,0,84,2012
1834,res_01063400,spec_60,5,5,6,5,6,5,0,65,2012
1835,res_01063500,spec_56,14,7,14,8,3,5,1,102,2012
1836,res_01063900,spec_56,6,7,6,6,5,2,1,58,2012
1837,res_01064000,spec_56,6,6,8,5,5,4,1,46,2012
1838,res_01064000,spec_09,1,7,5,7,2,0,0,11,2012
1839,res_01064000,spec_75,1,1,1,2,1,0,0,20,2012
1840,res_01064000,spec_99,0,12,0,0,9,0,0,12,2012
1841,res_01064000,spec_32,3,3,3,3,3,1,0,15,2012
1842,res_01064000,spec_36,21,13,5,12,18,0,7,25,2012
1843,res_01064000,spec_60,1,2,2,2,2,0,1,17,2012
1844,res_01064000,spec_26,2,2,1,3,1,0,0,7,2012
1845,res_01064100,spec_26,8,7,1,2,1,1,2,10,2012
1846,res_01064100,spec_56,7,7,5,7,5,4,0,40,2012
1847,res_01064100,spec_36,21,26,20,19,17,12,7,42,2012
1848,res_01064100,spec_09,5,10,5,18,16,1,2,19,2012
1849,res_01064200,spec_37,4,2,6,4,5,0,2,7,2012
1850,res_01064200,spec_60,2,3,4,3,2,1,0,15,2012
1851,res_01064200,spec_34,0,7,0,14,13,0,0,14,2012
1852,res_01064200,spec_36,11,17,14,12,12,8,5,22,2012
1853,res_01064200,spec_09,12,6,13,5,12,0,3,16,2012
1854,res_01064200,spec_26,3,3,3,3,3,1,1,14,2012
1855,res_01064300,spec_36,15,5,14,14,8,0,5,21,2012
1856,res_01064300,spec_26,4,4,3,2,2,1,0,11,2012
1857,res_01064300,spec_08,10,11,13,12,9,2,5,34,2012
1858,res_01064300,spec_09,7,3,3,3,10,0,1,11,2012
1859,res_01064300,spec_07,1,2,3,2,1,0,1,6,2012
1860,res_01064300,spec_43,8,11,7,3,9,2,2,18,2012
1861,res_01064300,spec_34,0,0,0,0,1,0,0,1,2012
1862,res_01064400,spec_60,2,4,3,2,2,2,0,51,2012
1863,res_01064400,spec_56,3,2,2,3,2,0,1,39,2012
1864,res_01064600,spec_56,4,4,4,3,4,0,0,48,2012
1865,res_01064600,spec_60,8,4,6,6,6,3,0,99,2012
1866,res_01064700,spec_56,8,8,7,6,6,6,0,62,2012
1867,res_01064800,spec_60,4,9,7,6,5,1,0,48,2012
1868,res_01064800,spec_56,5,6,3,4,6,1,0,52,2012
1869,res_01064900,spec_09,8,9,7,12,16,1,1,17,2012
1870,res_01064900,spec_36,8,1,10,4,4,3,3,13,2012
1871,res_01064900,spec_34,5,11,8,10,5,0,0,11,2012
1872,res_01064900,spec_56,4,5,3,3,5,2,1,26,2012
1873,res_01064900,spec_26,5,2,2,3,3,2,1,15,2012
1874,res_01065100,spec_56,5,5,6,5,5,4,0,55,2012
1875,res_01065300,spec_99,14,12,14,12,10,5,0,14,2012
1876,res_01065400,spec_02,8,0,7,7,9,0,0,9,2012
1877,res_01065500,spec_14,4,20,5,5,8,0,1,22,2012
1878,res_01065500,spec_09,1,1,5,3,4,0,0,5,2012
1879,res_01065500,spec_26,1,0,0,0,0,0,0,1,2012
1880,res_01065500,spec_08,6,9,8,7,6,2,5,16,2012
1881,res_01065500,spec_38,7,0,0,0,0,0,0,7,2012
1882,res_01065500,spec_34,1,6,4,6,0,0,0,6,2012
1883,res_01065500,spec_43,11,7,8,7,8,3,3,26,2012
1884,res_01065500,spec_36,22,21,25,20,16,0,4,39,2012
1885,res_01065600,spec_36,13,15,12,19,14,6,4,23,2012
1886,res_01065600,spec_09,4,2,2,4,2,9,1,10,2012
1887,res_01065600,spec_60,1,1,1,1,1,0,0,7,2012
1888,res_01065600,spec_26,3,3,2,2,2,1,1,8,2012
1889,res_01065600,spec_56,4,3,3,2,4,0,0,23,2012
1890,res_01065600,spec_08,2,4,1,3,2,1,0,5,2012
1891,res_01065600,spec_43,16,10,9,6,23,1,3,29,2012
1892,res_01065700,spec_56,9,8,7,9,6,1,0,88,2012
1893,res_01066100,spec_99,0,10,0,2,13,0,0,13,2012
1894,res_01088200,spec_37,4,4,5,4,0,0,2,9,2012
1895,res_01088200,spec_09,6,6,5,4,2,1,4,20,2012
1896,res_01088200,spec_49,2,2,1,2,0,0,0,3,2012
1897,res_01088200,spec_64,6,6,6,5,6,1,0,27,2012
1898,res_01088200,spec_02,28,25,25,36,13,0,1,236,2012
1899,res_01088200,spec_99,11,12,8,6,11,0,0,12,2012
1900,res_01089000,spec_75,14,6,7,4,1,0,1,75,2012
1901,res_01089000,spec_56,2,1,1,2,1,0,0,16,2012
1902,res_01089100,spec_60,2,2,2,2,2,1,0,34,2012
1903,res_01089100,spec_56,19,20,11,9,12,1,0,195,2012
1904,res_01089200,spec_34,8,10,9,9,9,0,0,11,2012
1905,res_01089200,spec_43,8,8,8,10,9,2,2,21,2012
1906,res_01089200,spec_36,8,6,7,5,6,2,3,21,2012
1907,res_01089200,spec_56,2,3,2,3,2,1,0,15,2012
1908,res_01089200,spec_67,4,5,5,3,3,1,2,7,2012
1909,res_01089200,spec_58,4,6,4,3,4,3,3,13,2012
1910,res_01089200,spec_26,9,8,8,11,9,6,7,67,2012
1911,res_01089200,spec_38,7,6,5,6,5,1,1,9,2012
1912,res_01089200,spec_09,10,7,9,7,8,3,4,20,2012
1913,res_01089200,spec_64,13,19,19,14,11,3,3,197,2012
1914,res_01089200,spec_99,8,9,15,17,14,0,0,17,2012
1915,res_01089300,spec_56,19,15,17,10,10,1,0,204,2012
1916,res_01089700,spec_56,2,2,1,2,2,0,0,21,2012
1917,res_01089700,spec_02,17,15,14,23,30,0,0,32,2012
1918,res_01089700,spec_34,3,1,4,0,0,0,0,4,2012
1919,res_01089700,spec_60,3,3,3,3,3,1,0,21,2012
1920,res_01089700,spec_37,2,5,5,3,3,1,1,8,2012
1921,res_01089700,spec_09,4,5,5,2,5,1,2,9,2012
1922,res_01089700,spec_64,13,16,8,9,10,1,0,85,2012
1923,res_01089700,spec_43,5,6,5,4,5,1,3,12,2012
1924,res_01089700,spec_26,8,9,7,6,6,2,1,40,2012
1925,res_01089700,spec_36,4,3,5,4,1,0,3,19,2012
1926,res_01089800,spec_56,7,5,6,8,8,0,0,77,2012
1927,res_01090101,spec_29,3,4,3,3,3,3,2,15,2012
1928,res_01090101,spec_70,2,4,5,2,1,0,0,9,2012
1929,res_01090101,spec_68,5,4,3,3,3,2,3,22,2012
1930,res_01090101,spec_18,27,16,20,13,13,3,3,164,2012
1931,res_01090101,spec_35,1,4,2,5,6,0,0,6,2012
1932,res_01090101,spec_38,13,10,16,12,8,2,3,20,2012
1933,res_01090101,spec_07,6,7,7,5,3,2,5,23,2012
1934,res_01090101,spec_26,33,29,28,29,28,23,20,275,2012
1935,res_01090101,spec_40,6,8,7,7,7,3,3,36,2012
1936,res_01090101,spec_97,2,2,1,2,2,2,1,11,2012
1937,res_01090101,spec_50,5,3,3,4,5,4,5,23,2012
1938,res_01090101,spec_19,6,5,5,5,6,3,2,33,2012
1939,res_01090101,spec_01,4,3,5,3,2,0,0,14,2012
1940,res_01090101,spec_64,59,61,59,61,43,4,3,497,2012
1941,res_01090101,spec_71,4,3,4,2,2,0,0,58,2012
1942,res_01090101,spec_13,4,4,4,4,3,1,3,14,2012
1943,res_01090101,spec_12,0,0,0,1,0,0,0,1,2012
1944,res_01090101,spec_08,9,13,13,12,9,7,7,36,2012
1945,res_01090101,spec_32,22,13,11,13,9,5,5,65,2012
1946,res_01090101,spec_21,8,8,8,7,6,4,4,52,2012
1947,res_01090101,spec_52,1,0,0,0,0,0,0,1,2012
1948,res_01090101,spec_10,4,5,6,4,2,2,5,12,2012
1949,res_01090101,spec_48,3,7,4,4,3,2,4,20,2012
1950,res_01090101,spec_30,7,5,6,5,5,2,3,26,2012
1951,res_01090101,spec_09,39,41,40,36,24,9,13,130,2012
1952,res_01090101,spec_14,13,11,13,9,14,2,5,34,2012
1953,res_01090101,spec_36,3,5,5,5,3,3,2,19,2012
1954,res_01090101,spec_43,26,22,21,23,21,4,8,49,2012
1955,res_01090101,spec_58,9,17,13,12,11,4,6,67,2012
1956,res_01090101,spec_67,7,7,6,5,9,2,3,11,2012
1957,res_01090101,spec_49,6,4,3,3,4,1,2,13,2012
1958,res_01090102,spec_52,11,13,17,13,7,3,3,52,2012
1959,res_01090102,spec_64,2,0,1,1,2,0,0,5,2012
1960,res_01090102,spec_38,0,1,0,1,0,0,0,1,2012
1961,res_01090102,spec_26,0,0,0,1,0,0,0,1,2012
1962,res_01090102,spec_12,6,4,8,5,3,0,3,13,2012
1963,res_01090104,spec_02,8,1,1,7,1,0,0,8,2012
1964,res_01090201,spec_56,0,2,1,1,1,0,0,11,2012
1965,res_01090201,spec_25,2,2,2,2,3,3,1,10,2012
1966,res_01090201,spec_09,4,4,4,5,1,2,2,13,2012
1967,res_01090201,spec_47,1,1,1,1,1,1,1,5,2012
1968,res_01090201,spec_36,22,22,19,22,19,7,8,109,2012
1969,res_01090201,spec_08,3,2,2,2,1,2,1,6,2012
1970,res_01090201,spec_99,12,6,6,12,0,0,0,12,2012
1971,res_01090201,spec_49,4,6,4,6,6,4,3,29,2012
1972,res_01090201,spec_29,2,2,4,3,2,2,0,8,2012
1973,res_01090201,spec_04,11,6,5,3,0,0,0,13,2012
1974,res_01090201,spec_30,7,6,7,6,3,3,3,21,2012
1975,res_01090201,spec_12,15,10,10,6,12,2,4,30,2012
1976,res_01090201,spec_75,1,1,1,1,2,0,0,8,2012
1977,res_01090201,spec_19,0,1,0,1,1,0,1,3,2012
1978,res_01090201,spec_67,2,1,2,2,1,1,0,3,2012
1979,res_01090201,spec_28,5,6,3,5,6,0,1,44,2012
1980,res_01090203,spec_67,0,1,1,2,1,0,1,3,2012
1981,res_01090203,spec_49,11,9,2,7,9,0,0,19,2012
1982,res_01090203,spec_08,0,1,0,0,0,0,0,1,2012
1983,res_01090203,spec_36,11,14,14,13,11,0,2,25,2012
1984,res_01090203,spec_99,0,4,3,6,5,0,0,6,2012
1985,res_01090203,spec_56,6,7,1,3,0,0,3,10,2012
1986,res_01090203,spec_43,6,8,5,5,4,0,0,15,2012
1987,res_01090301,spec_37,70,69,66,72,68,27,36,203,2012
1988,res_01090301,spec_49,0,0,0,0,0,0,1,1,2012
1989,res_01090301,spec_64,10,17,11,17,4,0,0,104,2012
1990,res_01090301,spec_67,2,5,2,4,3,2,1,6,2012
1991,res_01090301,spec_62,1,1,1,2,1,0,1,2,2012
1992,res_01090301,spec_73,1,0,0,0,0,1,0,2,2012
1993,res_01090301,spec_31,2,2,4,1,3,1,1,5,2012
1994,res_01090302,spec_24,5,5,4,3,7,3,3,41,2012
1995,res_01090302,spec_65,9,10,8,8,9,4,5,52,2012
1996,res_01090302,spec_77,2,2,2,3,2,1,1,7,2012
1997,res_01090302,spec_36,4,2,3,3,3,2,3,7,2012
1998,res_01090302,spec_39,16,13,13,12,13,7,7,58,2012
1999,res_01090302,spec_78,1,1,3,2,4,1,0,6,2012
2000,res_01090302,spec_04,3,1,3,3,2,0,0,4,2012
2001,res_01090302,spec_49,1,2,1,1,1,3,1,8,2012
2002,res_01090302,spec_33,5,6,5,5,7,1,1,34,2012
2003,res_01090302,spec_46,1,1,1,1,0,0,1,3,2012
2004,res_01090302,spec_08,6,4,3,3,4,1,2,9,2012
2005,res_01090302,spec_01,0,1,1,4,4,0,0,4,2012
2006,res_01090302,spec_68,2,4,6,5,2,2,1,9,2012
2007,res_01090302,spec_06,1,2,1,3,0,0,1,5,2012
2008,res_01090302,spec_58,5,3,8,8,4,1,3,20,2012
2009,res_01090302,spec_48,1,0,0,0,0,0,1,1,2012
2010,res_01090302,spec_62,1,1,1,2,1,2,2,6,2012
2011,res_01090302,spec_38,2,2,2,1,1,1,1,4,2012
2012,res_01090302,spec_76,1,2,2,1,2,0,1,5,2012
2013,res_01090302,spec_99,16,10,15,13,6,0,0,17,2012
2014,res_01090302,spec_11,4,3,3,3,3,4,3,14,2012
2015,res_01090302,spec_19,8,6,7,9,5,0,1,10,2012
2016,res_01090302,spec_67,0,1,0,1,1,0,0,1,2012
2017,res_01090302,spec_18,2,3,3,3,3,2,2,14,2012
2018,res_01090400,spec_99,29,26,25,24,19,1,1,36,2012
2019,res_01090400,spec_26,13,18,10,12,13,8,10,87,2012
2020,res_01090400,spec_36,6,5,8,5,5,4,5,25,2012
2021,res_01090400,spec_49,1,2,2,1,1,2,2,7,2012
2022,res_01090400,spec_02,53,53,44,56,43,1,0,807,2012
2023,res_01090400,spec_35,3,0,0,0,1,0,0,3,2012
2024,res_01090400,spec_68,6,7,8,8,8,5,6,43,2012
2025,res_01090400,spec_21,5,3,4,4,5,5,3,23,2012
2026,res_01090400,spec_75,1,1,2,1,1,1,0,8,2012
2027,res_01090400,spec_56,4,4,3,4,4,1,0,14,2012
2028,res_01090400,spec_60,2,2,2,2,3,2,1,12,2012
2029,res_01090400,spec_38,3,4,4,4,2,1,2,12,2012
2030,res_01090400,spec_08,5,6,5,5,3,3,4,15,2012
2031,res_01090400,spec_58,7,3,2,3,3,2,3,13,2012
2032,res_01090400,spec_09,3,4,4,4,4,4,3,16,2012
2033,res_01090400,spec_64,2,2,3,2,2,2,3,9,2012
2034,res_01090400,spec_50,3,4,4,4,5,3,3,16,2012
2035,res_01090400,spec_40,4,4,4,4,4,2,2,15,2012
2036,res_01090400,spec_67,1,1,1,0,2,2,1,3,2012
2037,res_01090400,spec_13,5,5,4,4,3,2,2,17,2012
2038,res_01090400,spec_43,9,10,8,6,4,1,7,24,2012
2039,res_01090400,spec_32,8,5,6,5,7,3,3,28,2012
2040,res_01090400,spec_37,1,1,0,0,0,0,0,1,2012
2041,res_01090501,spec_12,1,3,1,4,0,0,0,4,2012
2042,res_01090501,spec_49,4,3,3,3,6,4,3,22,2012
2043,res_01090501,spec_36,13,12,13,15,11,5,7,33,2012
2044,res_01090501,spec_43,8,8,6,6,7,2,5,20,2012
2045,res_01090501,spec_33,1,1,1,0,0,0,0,1,2012
2046,res_01090501,spec_64,20,21,34,25,10,2,2,60,2012
2047,res_01090501,spec_30,9,10,7,8,4,3,7,31,2012
2048,res_01090501,spec_11,6,5,5,2,4,2,1,8,2012
2049,res_01090501,spec_26,14,16,16,19,15,11,13,127,2012
2050,res_01090501,spec_52,6,7,7,5,5,0,0,7,2012
2051,res_01090501,spec_56,6,6,6,4,2,1,0,40,2012
2052,res_01090501,spec_09,12,10,8,12,10,3,5,32,2012
2053,res_01090501,spec_32,8,6,6,6,5,4,4,37,2012
2054,res_01090501,spec_50,4,4,5,5,5,4,4,23,2012
2055,res_01090501,spec_37,22,24,24,21,18,10,13,49,2012
2056,res_01090501,spec_08,11,10,12,10,9,5,5,28,2012
2057,res_01090501,spec_19,2,3,2,2,1,0,1,7,2012
2058,res_01090501,spec_14,9,10,8,7,5,2,5,22,2012
2059,res_01090501,spec_18,20,22,12,12,7,3,2,101,2012
2060,res_01090501,spec_62,2,2,2,1,1,2,1,4,2012
2061,res_01090501,spec_68,5,6,5,4,6,1,1,9,2012
2062,res_01090501,spec_75,1,1,1,0,0,0,0,1,2012
2063,res_01090501,spec_24,4,3,3,4,3,2,2,15,2012
2064,res_01090501,spec_13,4,3,3,2,1,2,4,8,2012
2065,res_01090501,spec_40,5,4,4,5,5,3,2,26,2012
2066,res_01090501,spec_39,5,3,4,3,3,3,5,15,2012
2067,res_01090501,spec_10,6,5,3,7,2,2,2,12,2012
2068,res_01090501,spec_38,13,10,10,9,9,4,3,23,2012
2069,res_01090501,spec_07,4,4,3,3,3,1,1,17,2012
2070,res_01090501,spec_58,7,6,8,7,8,4,3,27,2012
2071,res_01090501,spec_73,1,1,1,1,2,2,1,4,2012
2072,res_01090501,spec_28,2,1,1,1,0,0,0,11,2012
2073,res_01090501,spec_67,4,5,3,5,4,1,2,11,2012
2074,res_01090501,spec_70,3,3,2,3,2,1,1,14,2012
2075,res_01090501,spec_29,7,5,6,9,5,3,4,33,2012
2076,res_01090502,spec_56,3,3,2,2,2,0,0,15,2012
2077,res_01090502,spec_26,5,5,5,5,5,4,3,32,2012
2078,res_01090502,spec_09,13,11,12,15,11,0,0,19,2012
2079,res_01090502,spec_34,4,7,4,3,6,2,1,8,2012
2080,res_01090600,spec_34,12,11,12,12,14,2,1,17,2012
2081,res_01090600,spec_14,10,8,10,8,7,3,3,24,2012
2082,res_01090600,spec_02,13,12,14,10,10,0,0,91,2012
2083,res_01090600,spec_12,2,0,0,0,0,0,0,2,2012
2084,res_01090600,spec_37,22,16,17,15,19,12,13,56,2012
2085,res_01090600,spec_73,3,3,2,2,2,3,2,9,2012
2086,res_01090600,spec_19,6,6,6,5,4,3,4,29,2012
2087,res_01090600,spec_67,5,4,5,4,4,1,1,7,2012
2088,res_01090600,spec_50,2,2,4,4,4,3,2,15,2012
2089,res_01090600,spec_60,2,2,2,2,2,1,1,11,2012
2090,res_01090600,spec_24,5,4,4,4,6,3,3,34,2012
2091,res_01090600,spec_26,16,12,12,11,12,12,11,83,2012
2092,res_01090600,spec_07,5,5,3,2,2,0,3,14,2012
2093,res_01090600,spec_31,0,0,1,0,1,0,0,1,2012
2094,res_01090600,spec_58,7,6,6,7,8,4,3,31,2012
2095,res_01090600,spec_70,2,1,1,1,3,0,0,4,2012
2096,res_01090600,spec_09,10,17,18,11,16,4,5,39,2012
2097,res_01090600,spec_43,11,9,15,15,6,2,9,30,2012
2098,res_01090600,spec_64,9,11,10,9,9,3,3,135,2012
2099,res_01090600,spec_21,6,5,7,6,6,6,4,35,2012
2100,res_01090600,spec_52,1,1,1,0,0,0,0,2,2012
2101,res_01090600,spec_32,8,7,6,5,5,4,5,43,2012
2102,res_01090600,spec_71,6,3,2,4,3,0,0,38,2012
2103,res_01090600,spec_18,4,4,3,4,3,2,2,22,2012
2104,res_01090600,spec_35,9,3,8,2,9,2,2,24,2012
2105,res_01090600,spec_39,5,6,5,6,6,4,5,18,2012
2106,res_01090600,spec_08,8,6,7,7,6,3,4,17,2012
2107,res_01090600,spec_36,17,11,9,10,6,5,6,47,2012
2108,res_01090600,spec_13,5,3,4,2,2,2,2,14,2012
2109,res_01090600,spec_30,6,5,8,6,5,4,2,28,2012
2110,res_01090600,spec_38,8,10,8,10,7,2,5,22,2012
2111,res_01090600,spec_29,4,4,4,4,5,2,2,21,2012
2112,res_01090600,spec_97,1,2,1,1,1,1,0,3,2012
2113,res_01090600,spec_68,6,6,7,5,6,5,4,37,2012
2114,res_01090600,spec_49,3,3,3,2,4,2,2,17,2012
2115,res_01090600,spec_40,5,4,4,5,3,3,2,25,2012
2116,res_01090701,spec_29,2,3,4,4,4,2,1,16,2012
2117,res_01090701,spec_24,3,3,2,3,4,3,2,14,2012
2118,res_01090701,spec_13,4,2,5,2,1,1,2,9,2012
2119,res_01090701,spec_02,18,18,15,18,10,1,1,187,2012
2120,res_01090701,spec_71,3,5,5,2,2,1,0,26,2012
2121,res_01090701,spec_08,10,12,10,11,11,3,4,25,2012
2122,res_01090701,spec_30,7,6,7,6,5,2,6,24,2012
2123,res_01090701,spec_09,11,8,10,10,10,3,4,30,2012
2124,res_01090701,spec_10,2,14,6,27,2,2,1,27,2012
2125,res_01090701,spec_49,1,8,10,2,3,2,2,24,2012
2126,res_01090701,spec_60,3,3,2,2,2,1,1,15,2012
2127,res_01090701,spec_58,2,1,1,2,2,0,0,2,2012
2128,res_01090701,spec_07,2,2,1,2,2,2,2,13,2012
2129,res_01090701,spec_64,5,5,4,4,4,2,4,21,2012
2130,res_01090701,spec_21,6,5,6,5,5,5,4,26,2012
